title,link,description,cap_xet_xu,ap_dung_an_le,loai,dinh_chinh,thong_tin
Bản án:số 389/2024/HSPT ngày 30/10/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793525t1cvn/chi-tiet-ban-an,"Bùi Đức H - phạm tội tổ chức sử dụng trái phép chất ma túy 
                     (điều 255 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Không chấp nhận kháng cáo
Bản án:số 399/2024/HSPT ngày 08/11/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793528t1cvn/chi-tiet-ban-an,"Nguyễn Tiến N - phạm tội chứa chấp hoặc tiêu thụ tài sản do người khác phạm tội mà có 
                     (điều 323 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Chấp nhận kháng cáo
Bản án:số 400/2024/HSPT ngày 08/11/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793531t1cvn/chi-tiet-ban-an,"Lâm Tiểu P - phạm tội trộm cắp tài sản 
                     (điều 173 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Chấp nhận kháng cáo
Bản án:số 457/2024/HSPT ngày 16/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793538t1cvn/chi-tiet-ban-an,"Vũ Văn B và đồng phạm - phạm tội tổ chức sử dụng trái phép chất ma túy 
                     (điều 255 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Chấp nhận kháng nghị
Bản án:số 459/2024/HSPT ngày 17/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793542t1cvn/chi-tiet-ban-an,"Trần Thành C - phạm tội đánh bạc 
                     (điều 321 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Hủy toàn bộ Bản án hình sự sơ thẩm
Bản án:số 475/2024/HSST ngày 20/09/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793548t1cvn/chi-tiet-ban-an,"Trần Lê Tuấn T - phạm tội mua bán trái phép chất ma túy 
                     (điều 251 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:Mua bán trái phép chất ma túy
Bản án:số 476/2024/HSPT ngày 30/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793551t1cvn/chi-tiet-ban-an,"Đặng Văn C - phạm tội đánh bạc 
                     (điều 321 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Không chấp nhận kháng cáo
Bản án:số 463/2024/HSST ngày 16/09/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793566t1cvn/chi-tiet-ban-an,"Trần Thị Kim T - phạm tội mua bán trái phép chất ma túy 
                     (điều 251 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:Mua bán trái phép chất ma túy
Bản án:số 464/2024/HSPT ngày 19/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793574t1cvn/chi-tiet-ban-an,"Đinh Hữu H - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Chấp nhận kháng cáo
Bản án:số 501/2024/HSST ngày 30/09/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793580t1cvn/chi-tiet-ban-an,"Lê Nguyên L - phạm tội giết người 
                     (điều 123 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:Giết người
Bản án:số 596/2024/HSST ngày 19/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793582t1cvn/chi-tiet-ban-an,"Đỗ Trần Thảo H và đồng phạm - phạm tội mua bán trái phép chất ma túy 
                     (điều 251 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:Mua bán trái phép chất ma túy
Bản án:số 605/2025/HSST ngày 23/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793680t1cvn/chi-tiet-ban-an,"Nguyễn Ngọc T - phạm tội giết người 
                     (điều 123 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:Giết người
Bản án:số 614/2024/HSST ngày 26/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793682t1cvn/chi-tiet-ban-an,"Lê Minh N và đồng phạm - phạm tội mua bán trái phép chất ma túy 
                     (điều 251 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:Mua bán trái phép chất ma túy
Bản án:số 530/2024/HS-ST ngày 15/11/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793427t1cvn/chi-tiet-ban-an,"CHÂU PHÁT T VÀ ĐỒNG PHẠM - phạm tội cưỡng đoạt tài sản 
                     (điều 170 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:CHÂU PHÁT T VÀ ĐỒNG PHẠM, CƯỠNG ĐOẠT TÀI SẢN, CHO VAY LÃI NẶNG TRONG GIAO DỊCH DÂN SỰ"
Bản án:số 610/2024/HS-ST ngày 25/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793429t1cvn/chi-tiet-ban-an,"TRƯƠNG THỊ THU H - phạm tội vận chuyển trái phép chất ma túy 
                     (điều 250 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:TRƯƠNG THỊ THU H, VẬN CHUYỂN TRÁI PHÉP CHẤT MA TÚY"
Bản án:số 77/2025/HS-PT ngày 21/02/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793432t1cvn/chi-tiet-ban-an,"Trần Hữu H - phạm tội cưỡng đoạt tài sản 
                     (điều 170 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Trần Hữu H, CƯỠNG ĐOẠT TÀI SẢN"
Bản án:số 18/2025/HS-PT ngày 09/01/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793440t1cvn/chi-tiet-ban-an,"VĨNH BẢO P - phạm tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự 
                     (điều 304 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:VĨNH BẢO P, TÀNG TRỮ TRÁI PHÉP VŨ KHÍ QUÂN DỤNG, GIỮ NGUYÊN BẢN ÁN SƠ THẨM"
Bản án:số 20/2025/HS-ST ngày 13/01/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793442t1cvn/chi-tiet-ban-an,"TRẦN THANH V - phạm tội vi phạm quy định về tham gia giao thông đường bộ 
                     (điều 260 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:TRẦN THANH V, VI PHẠM QUY ĐỊNH VỀ THAM GIA GIAO THÔNG ĐƯỜNG BỘ"
Bản án:số 619/2024/HS-ST ngày 30/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793447t1cvn/chi-tiet-ban-an,"TRƯƠNG NGỌC T VÀ ĐỒNG PHẠM - phạm tội làm, tàng trữ, vận chuyển, lưu hành tiền giả 
                     (điều 207 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:TRƯƠNG NGỌC T VÀ ĐỒNG PHẠM, LÀM, TÀNG TRỮ, LƯU HÀNH TIỀN GIẢ"
Bản án:số 625/2024/HS-ST ngày 31/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793449t1cvn/chi-tiet-ban-an,"NGUYỄN THÀNH T VÀ ĐỒNG PHẠM - phạm tội mua bán trái phép chất ma túy 
                     (điều 251 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:NGUYỄN THÀNH T VÀ ĐỒNG PHẠM, MUA BÁN TRÁI PHÉP CHẤT MA TÚY"
Bản án:số 137/2025/HS-PT ngày 03/04/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793457t1cvn/chi-tiet-ban-an,"TRẦN GIA K VÀ ĐỒNG PHẠM - phạm tội tổ chức sử dụng trái phép chất ma túy 
                     (điều 255 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:TRẦN GIA K VÀ ĐỒNG PHẠM, TỔ CHỨC SỬ DỤNG, MUA BÁN TRÁI PHÉP CHẤT MA TÚY,  HỦY BẢN ÁN SƠ THẨM"
Bản án:số 118/2025/HS-PT ngày 20/03/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793464t1cvn/chi-tiet-ban-an,"Võ Minh T - phạm tội cho vay lãi nặng trong giao dịch dân sự 
                     (điều 201 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Võ Minh T, CHO VAY LÃI NẶNG TRONG GIAO DỊCH DÂN SỰ, SỬA BẢN ÁN SƠ THẨM"
Bản án:số 412/2024/HS-PT ngày 19/11/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793465t1cvn/chi-tiet-ban-an,"Nguyễn Duy N - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Nguyễn Duy N, CỐ Ý GÂY THƯƠNG TÍCH, GIỮ NGUYÊN BẢN ÁN SƠ THẨM"
Bản án:số 19/2025/HS-PT ngày 09/01/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793480t1cvn/chi-tiet-ban-an,"ĐẶNG THANH M - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:ĐẶNG THANH M, CỐ Ý GÂY THƯƠNG TÍCH"
Bản án:số 76/2025/HS-PT ngày 21/02/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793483t1cvn/chi-tiet-ban-an,"LÊ THỊ K - phạm tội đánh bạc 
                     (điều 321 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:LÊ THỊ K, ĐÁNH BẠC"
Bản án:số 78/2025/HS-PT ngày 21/02/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793484t1cvn/chi-tiet-ban-an,"LƯƠNG NGỌC Á - phạm tội sản xuất, buôn bán hàng giả là lương thực, thực phẩm, phụ gia thực phẩm 
                     (điều 193 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:LƯƠNG NGỌC Á - SẢN XUẤT, BUÔN BẢN HÀNG GIẢ LÀ LƯƠNG THỰC, THỰC PHẨM"
Bản án:số 388/2024/HS-PT ngày 30/10/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793488t1cvn/chi-tiet-ban-an,"NGUYỄN MINH V - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:NGUYỄN MINH V, CỐ Ý GÂY THƯƠNG TÍCH, GIỮ NGUYÊN BẢN ÁN SƠ THẨM"
Bản án:số 413/2024/HS-PT ngày 19/11/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793490t1cvn/chi-tiet-ban-an,"Nguyễn Thụy Bích L - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Nguyễn Thụy Bích L, CỐ Ý GÂY THƯƠNG TÍCH, GIỮ NGUYÊN BẢN ÁN SƠ THẨM"
Bản án:số 444/2024/HS-PT ngày 09/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793492t1cvn/chi-tiet-ban-an,"Trần Tuấn Q - phạm tội tổ chức sử dụng trái phép chất ma túy 
                     (điều 255 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Trần Tuấn Q, TỔ CHỨC SỬ DỤNG, TÀNG TRỮ TRÁI PHÉP CHẤT MA TÚY"
Bản án:số 462/2024/HS-PT ngày 18/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793494t1cvn/chi-tiet-ban-an,"Phạm Thị Ngọc S - phạm tội sản xuất, buôn bán hàng cấm 
                     (điều 190 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Phạm Thị Ngọc S, BUÔN BÁN HÀNG CẤM"
Quyết định:số 479/2024/HSPT-QĐ ngày 30/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793495t1cvn/chi-tiet-ban-an,"NGUYỄN ĐỨC N - phạm tội cho vay lãi nặng trong giao dịch dân sự 
                     (điều 201 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:NGUYỄN ĐỨC N, CHO VAY LÃI NẶNG TRONG GIAO DỊCH DÂN SỰ, RÚT KHÁNG CÁO"
Bản án:số 55/2025/HSPT ngày 14/02/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793346t1cvn/chi-tiet-ban-an,"LÊ MINH H - phạm tội trộm cắp tài sản 
                     (điều 173 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:LÊ MINH H, TRỘM CẮP TÀI SẢN, SỬA BẢN ÁN HÌNH SỰ SƠ THẨM"
Bản án:số 461/2024/HSPT ngày 18/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793350t1cvn/chi-tiet-ban-an,"TRỊNH NGUYỄN TƯỜNG V VÀ ĐỒNG PHẠM - phạm tội đánh bạc 
                     (điều 321 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:TRỊNH NGUYỄN TƯỜNG V VÀ ĐỒNG PHẠM, ĐÁNH BẠC, GIỮ NGUYÊN BẢN ÁN SƠ THẨM"
Bản án:số 104/2025/HSST ngày 12/03/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793352t1cvn/chi-tiet-ban-an,"NGUYỄN CHÍ V - phạm tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự 
                     (điều 304 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:NGUYỄN CHÍ V, TÀNG TRỮ TRÁI PHÉP VŨ KHÍ QUÂN DỤNG"
Bản án:số 136/2025/HS-ST ngày 27/03/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793354t1cvn/chi-tiet-ban-an,"MOANH S1 - phạm tội tàng trữ trái phép chất ma túy 
                     (điều 249 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:MOANH S1, TÀNG TRỮ TRÁI PHÉP CHẤT MA TÚY"
Bản án:số 54/2025/HSPT ngày 14/02/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793365t1cvn/chi-tiet-ban-an,"NGUYỄN VĂN P - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:NGUYỄN VĂN P, CỐ Ý GÂY THƯƠNG TÍCH, HỦY BẢN ÁN HÌNH SỰ SƠ THẨM"
Bản án:số 445/2024/HSPT ngày 09/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793367t1cvn/chi-tiet-ban-an,"HỒ QUANG T - phạm tội vi phạm quy định về tham gia giao thông đường bộ 
                     (điều 260 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:HỒ QUANG T, VI PHẠM QUY ĐỊNH VỀ THAM GIA GIAO THÔNG ĐƯỜNG BỘ, GIỮ NGUYÊN BẢN ÁN SƠ THẨM"
Bản án:số 114/2025/HS-ST ngày 17/03/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793371t1cvn/chi-tiet-ban-an,"PHẠM QUANG N VÀ ĐỒNG PHẠM - phạm tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự 
                     (điều 304 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:PHẠM QUANG N VÀ ĐỒNG PHẠM, Tàng trữ, sử dụng, mua bán 
trái phép vũ khí quân dụng"
Bản án:số 513/2024/HS-ST ngày 06/11/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793377t1cvn/chi-tiet-ban-an,"VŨ VĂN N VÀ ĐỒNG PHẠM - phạm tội vi phạm các quy định về nghiên cứu, thăm dò, khai thác tài nguyên 
                     (điều 227 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:VŨ VĂN N VÀ ĐỒNG PHẠM, VI PHẠM QUY ĐỊNH VỀ KHAI THÁC TÀI NGUYÊN"
Bản án:số 514/2024/HS-ST ngày 07/11/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793379t1cvn/chi-tiet-ban-an,"BÙI CÔNG H VÀ ĐỒNG PHẠM - phạm tội cưỡng đoạt tài sản 
                     (điều 170 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:BÙI CÔNG H VÀ ĐỒNG PHẠM, CƯỠNG ĐOẠT TÀI SẢN"
Bản án:số 557/2024/HS-ST ngày 02/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793380t1cvn/chi-tiet-ban-an,"LÝ THỊ ÁNH T - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:LÝ THỊ ÁNH T, CỐ Ý GÂY THƯƠNG TÍCH"
Quyết định:số 455/2024/HSPT ngày 16/12/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793228t1cvn/chi-tiet-ban-an,"Trần Văn S - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Y án sơ thẩm
Quyết định:số 403/2024/HSPT ngày 12/11/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793253t1cvn/chi-tiet-ban-an,"Trần Minh L - phạm tội trộm cắp tài sản 
                     (điều 173 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Đình chỉ xét xử phúc thẩm
Bản án:số 402/2024/HSPT ngày 12/11/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793252t1cvn/chi-tiet-ban-an,"Lê Dương Tuấn K - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Y án sơ thẩm
Bản án:số 393/2024/HSPT ngày 05/11/2024 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793249t1cvn/chi-tiet-ban-an,"Nguyễn Minh Q - phạm tội chứa chấp hoặc tiêu thụ tài sản do người khác phạm tội mà có 
                     (điều 323 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Sửa án sơ thẩm
Quyết định:số 43/2025/HSPT ngày 17/01/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793244t1cvn/chi-tiet-ban-an,"Ngô Trần Thanh T - phạm tội làm giả con dấu, tài liệu của cơ quan, tổ chức; tội sử dụng con dấu, tài liệu giả của cơ quan, tổ chức 
                     (điều 341 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Đình chỉ xét xử phúc thẩm
Quyết định:số 32/HSPT/2025 ngày 14/01/2025 của TAND TP. Hồ Chí Minh(14.05.2025),https://congbobanan.toaan.gov.vn/2ta1793242t1cvn/chi-tiet-ban-an,"Chu Viết T - phạm tội lừa đảo chiếm đoạt tài sản 
                     (điều 174 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Đình chỉ xét xử phúc thẩm
Bản án:số 266/2024/KDTM-PT ngày 12/12/2024 của TAND TP. Hồ Chí Minh(13.05.2025),https://congbobanan.toaan.gov.vn/2ta1792799t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về mua bán hàng hóa,Phúc thẩm,Không,Kinh doanh thương mại,0,Thông tin về vụ/việc:Tranh chấp hợp đồng mua bán hàng hóa
Bản án:số 594 ngày 27/06/2024 của TAND TP. Hồ Chí Minh(13.05.2025),https://congbobanan.toaan.gov.vn/2ta1792229t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Chấp nhận kháng nghị của VKSND TP.HCM
Sửa Bản án sơ thẩm"
Bản án:số 603 ngày 01/07/2024 của TAND TP. Hồ Chí Minh(13.05.2025),https://congbobanan.toaan.gov.vn/2ta1792599t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng đặt cọc,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Không chấp nhận yêu cầu kháng cáo của nguyên đơn
Sửa Bản án dân sự sơ thẩm"
Bản án:số 625 ngày 10/07/2024 của TAND TP. Hồ Chí Minh(13.05.2025),https://congbobanan.toaan.gov.vn/2ta1792600t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng chuyển đổi quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Chấp nhận một phần yêu cầu kháng cáo của nguyên đơn
Sửa Bản án dân sự sơ thẩm"
Quyết định:số 614 ngày 04/07/2024 của TAND TP. Hồ Chí Minh(13.05.2025),https://congbobanan.toaan.gov.vn/2ta1792606t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng hợp tác,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Hủy Bản án dân sự sơ thẩm
Đình chỉ giải quyết vụ án"
Bản án:số 412 ngày 26/08/2024 của TAND TP. Hồ Chí Minh(12.05.2025),https://congbobanan.toaan.gov.vn/2ta1788746t1cvn/chi-tiet-ban-an,"Đỗ Hoàng Minh và đồng phạm - phạm tội giết người 
                     (điều 123 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:Xử phạt các bị cáo hình phạt tù về tội ""Giết người"""
Bản án:số 33 ngày 19/02/2025 của TAND TP. Hồ Chí Minh(12.05.2025),https://congbobanan.toaan.gov.vn/2ta1791944t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về xây dựng,Phúc thẩm,Không,Kinh doanh thương mại,0,Thông tin về vụ/việc:tranh chấp hợp đồng hợp tác đầu từ
Bản án:số 571 ngày 24/06/2024 của TAND TP. Hồ Chí Minh(12.05.2025),https://congbobanan.toaan.gov.vn/2ta1661048t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng dịch vụ,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Giữ nguyên bản án sơ thẩm
Bản án:số 613 ngày 03/07/2024 của TAND TP. Hồ Chí Minh(12.05.2025),https://congbobanan.toaan.gov.vn/2ta1661063t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về quyền sở hữu và các quyền khác đối với tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Hủy bản án dân sự sơ thẩm
Quyết định:số 73 ngày 08/04/2025 của TAND TP. Hồ Chí Minh(10.05.2025),https://congbobanan.toaan.gov.vn/2ta1791313t1cvn/chi-tiet-ban-an,"Quan hệ pháp luật:Yêu cầu hủy bỏ nghị quyết của Đại hội đồng cổ đông, nghị quyết của Hội đồng thành viên theo quy định của pháp luât về doanh nghiệp",Phúc thẩm,Không,Kinh doanh thương mại,0,Thông tin về vụ/việc:yêu cầu hủy nghị quyết đại hội đồng cổ đông
